sd_s38,sd_s1000,sd_theta,sd_gamma,sd_beta,fd_totalEnergy,E_CIC,E_ML,err_CIC,err_ML
14.8,14.94,33.65,0.01,-2.19,3.633,2.804138693267036,2.756657261943155,-0.228147896155509,-0.24121737904124557
5.75,4.86,47.05,0.11,-1.88,0.953,1.0844227894630338,1.1087263830175342,0.13790429114694006,0.16340648795124268
68.31,49.94,50.73,0.09,-1.99,17.0,13.039735469780204,13.465827462228997,-0.23295673707175268,-0.20789250222182368
6.83,7.12,28.27,0.04,-2.21,1.644,1.289189877752561,1.2196806759013343,-0.21582124224296773,-0.25810177864882333
9.08,10.39,25.79,0.03,-2.26,1.72,1.7162735410197123,1.8070286740330515,-0.0021665459187719025,0.05059806629828575
6.93,5.94,47.03,0.1,-1.9,1.117,1.3081582170452357,1.3428147180028567,0.17113537783816984,0.2021617887223426
7.63,7.52,40.04,0.01,-2.06,1.667,1.4409730314125284,1.5102175909611832,-0.13558906333981502,-0.09405063529623083
8.17,5.98,49.89,0.13,-1.83,1.807,1.5434712094111136,1.422957095443835,-0.14583773690585852,-0.21253066107148028
4.99,4.63,43.28,0.05,-1.96,1.863,0.9404384904258327,0.9727385627046711,-0.4952020985368584,-0.47786443225728875
8.5,8.36,38.77,0.0,-2.08,2.332,1.6061254375829748,1.5935243631881788,-0.311266965015877,-0.31667051321261624
4.73,4.02,46.02,0.09,-1.89,1.197,0.8912045529798387,0.9181736038599703,-0.25546820970773715,-0.2329376743024476
14.04,13.08,43.51,0.04,-2.03,3.066,2.6594570055368565,2.7830330904776286,-0.1325971932365112,-0.09229188177507217
10.25,7.03,53.35,0.1,-1.76,1.942,1.9385714784336672,1.9828907314294502,-0.0017654590969787725,0.021055989407543878
7.25,7.97,24.27,0.04,-2.26,1.616,1.368865801614089,1.3572944671274205,-0.15292957820910333,-0.16009005747065566
5.41,5.78,29.82,0.04,-2.18,0.73,1.0199964682303728,1.0336278711586904,0.3972554359320176,0.41592859062834303
8.69,10.03,25.53,0.04,-2.26,1.947,1.642204508693188,1.7683178621658973,-0.156546220496565,-0.09177305487113652
4.44,4.25,40.79,0.02,-2.0,1.031,0.8363054222688768,0.833072563521912,-0.18884052156268002,-0.19197617505149175
19.04,19.46,31.28,0.01,-2.24,4.494,3.611931386637813,3.5789271698145493,-0.19627695001383771,-0.20362101250232545
7.32,7.87,26.65,0.04,-2.23,1.996,1.3821473522792045,1.3368863555227106,-0.30754140667374524,-0.33021725675214897
7.81,7.62,39.07,0.01,-2.07,1.379,1.4751352703904743,1.4598628107176264,0.06971375662833525,0.0586387314848632
4.71,4.58,39.36,0.01,-2.03,1.049,0.887417865898749,0.8810834717160618,-0.15403444623570153,-0.16007295355952156
10.0,10.0,34.41,0.01,-2.16,1.848,1.891060987077675,1.8539026154492162,0.023301399933806713,0.003194055979013046
5.28,5.67,19.56,0.06,-2.27,1.27,0.9953680395570601,0.990271109732506,-0.21624563814404718,-0.22025896871456224
7.88,6.99,44.39,0.06,-1.97,1.193,1.4884216298850144,1.4906392406894107,0.24762919520956772,0.24948804751836595
5.19,5.17,38.07,0.01,-2.06,0.977,0.9783193209112891,0.9831400897806133,0.0013503796430800082,0.006284636418232663
4.47,4.23,40.31,0.01,-2.01,1.771,0.8419838488333253,0.8454051368818213,-0.5245715139281054,-0.5226396742620998
12.62,11.88,40.84,0.01,-2.07,2.932,2.3892350013730845,2.2825602461564247,-0.18511766665310894,-0.2215005981731157
18.1,13.06,50.93,0.11,-1.87,4.951,3.432761599758342,3.2111378014057053,-0.30665287825523285,-0.35141631965144304
5.65,6.25,32.41,0.02,-2.16,1.461,1.0654718875068756,1.0963801331412018,-0.2707242385305438,-0.24956869737084073
5.97,6.37,31.84,0.03,-2.16,0.71,1.1261204064566814,1.111859373717823,0.5860850795164528,0.565999117912427
4.42,5.05,28.29,0.04,-2.19,0.638,0.8325199086700887,0.8577929535232278,0.30489013898133027,0.3445030619486329
20.21,22.87,24.75,0.02,-2.31,3.68,3.835000786565962,3.8848546908578476,0.04211977895814183,0.05566703555919768
5.44,5.85,32.86,0.02,-2.15,0.796,1.0256803651541813,1.0448173037716637,0.28854317230424775,0.3125845524769644
4.53,4.94,26.68,0.05,-2.21,0.653,0.8533412595885358,0.8249454451930666,0.3068013163683549,0.2633161488408369
5.48,5.66,35.05,0.01,-2.11,0.784,1.0332591325792346,1.0479955817730027,0.3179325670653502,0.3367290583839319
5.34,4.7,44.93,0.07,-1.93,0.853,1.0067346426870056,1.000358600762004,0.18022818603400428,0.1727533420422087
6.07,6.53,31.16,0.03,-2.17,0.798,1.1450763688733587,1.158965608771065,0.4349327930743843,0.4523378556028382
12.67,7.88,56.27,0.04,-1.68,1.729,2.3987474292813626,2.425381537872484,0.3873611505386712,0.4027654932750052
31.4,32.77,36.63,-0.01,-2.21,6.992,5.9712351775983485,5.962332580046183,-0.14599039221991583,-0.14726364701856656
8.32,5.05,56.72,0.03,-1.62,1.326,1.5719488999105302,1.5804343353861694,0.18548182497023388,0.19188109757629662
6.99,4.71,53.85,0.1,-1.7,1.223,1.3195398640877005,1.339426988158695,0.07893692893515979,0.09519786439795176
2.99,2.95,37.36,0.01,-2.04,0.732,0.56210028215613,0.584022803277759,-0.2321034396774181,-0.20215464033093028
8.03,8.3,37.54,0.0,-2.1,1.775,1.5168943364783292,1.5570115848288884,-0.14541164142065957,-0.12281037474428821
5.46,5.73,28.85,0.04,-2.19,0.741,1.029469714942613,1.0106269437576088,0.3892978609212053,0.3638690199158013
4.83,5.04,30.74,0.03,-2.16,0.7,0.9101391558367433,0.8672195406017702,0.30019879405249056,0.23888505800252893
4.48,3.89,45.99,0.09,-1.89,1.411,0.8438766991467122,0.8735478108231083,-0.4019300502149453,-0.380901622379087
6.5,7.1,25.24,0.05,-2.24,0.96,1.2266040998087044,1.217881818544235,0.2777126039674005,0.26862689431691156
6.45,6.48,40.35,0.01,-2.04,1.022,1.2171227420346291,1.2909827714819473,0.19092244817478385,0.2631925356966216
8.04,6.48,47.85,0.11,-1.89,1.161,1.5187926098982458,1.5203030646541291,0.30817623591580173,0.30947723053757886
3.65,3.46,39.96,0.01,-2.0,0.641,0.6868452297299348,0.6577782717091917,0.07152141923546765,0.026175150872373886
13.78,10.61,50.19,0.12,-1.87,3.09,2.609969325299198,2.6367000109012255,-0.15534973291288093,-0.14669902559830886
5.06,5.44,31.4,0.03,-2.16,0.883,0.9536959518311613,0.9874435238292684,0.08006336560720417,0.11828258644311253
6.5,5.64,44.06,0.06,-1.96,0.809,1.2266040998087044,1.164813599282344,0.5161978984038372,0.4398190349596341
4.08,3.43,45.78,0.09,-1.88,0.848,0.7681793075839235,0.7493042264087476,-0.09412817501895811,-0.1163865254613825
8.17,7.99,37.49,0.0,-2.1,1.445,1.5434712094111136,1.5148788388651546,0.06814616568243151,0.04835905803816924
105.82,99.95,42.33,0.06,-2.2,21.306,20.243303268409363,22.760827158801984,-0.049877815244092634,0.06828251003482506
13.35,13.76,38.1,0.0,-2.13,2.148,2.5281343734256048,2.6700882682826053,0.17697130978845652,0.24305785301797259
5.17,5.61,30.58,0.03,-2.17,0.953,0.9745309121378677,1.0139452049419713,0.02259277244267338,0.063950897105951
12.68,8.42,53.75,0.09,-1.76,2.252,2.4006499369053262,2.333927328129194,0.06600796487803129,0.036379808227883816
8.52,6.46,49.78,0.13,-1.84,1.459,1.6099230504199382,1.5740800507245292,0.10344280357775061,0.0788759771929603
7.87,7.87,40.17,0.01,-2.06,1.638,1.4865235430872838,1.5610479121560221,-0.09247646942168258,-0.04697929660804504
13.18,15.11,26.39,0.03,-2.27,2.038,2.495784551363278,2.67040521564831,0.2246244118563682,0.3103067790227234
4.71,5.18,26.01,0.05,-2.22,0.635,0.887417865898749,0.8962418199695453,0.39750845023425047,0.41140444089692174
16.66,17.42,28.11,0.02,-2.26,3.606,3.1583778118646486,3.0635635880609313,-0.12413260902255997,-0.15042607097589256
9.62,7.54,48.99,0.12,-1.87,1.98,1.8188562088147446,1.860448481570065,-0.08138575312386634,-0.06037955476259341
21.26,17.01,47.86,0.1,-1.96,3.119,4.035245158772577,4.139855381586958,0.2937624747587614,0.32730214222089066
7.97,7.42,41.99,0.03,-2.02,1.081,1.5055049391188005,1.5013841492107842,0.3926965209239598,0.3888845043578023
59.63,58.8,40.25,0.0,-2.19,9.984,11.375246535527719,11.816932452962757,0.13934760972833724,0.18358698447142996
11.86,11.12,40.25,0.01,-2.08,2.343,2.2446692144498774,2.1340821127565475,-0.041967898228818835,-0.0891668319434283
9.66,9.19,40.51,0.01,-2.06,1.963,1.8264560646548984,1.7665277770809489,-0.06955880557570131,-0.1000877345486761
13.17,12.08,42.93,0.04,-2.03,3.151,2.4938816839133704,2.5556939830276018,-0.2085427851750649,-0.18892606060691783
9.75,7.12,52.14,0.11,-1.79,2.009,1.8435563017545256,1.8232104403172558,-0.08235126841487025,-0.09247862602426289
19.27,19.28,37.39,0.0,-2.16,3.319,3.6557774709893653,3.6605258894179733,0.10146956040655782,0.10290023784813901
16.98,17.77,29.66,0.01,-2.25,3.592,3.219342306815725,3.141339301622671,-0.10374657382635721,-0.12546233251039224
4.07,3.97,38.7,0.01,-2.03,0.692,0.766287323413269,0.7303124925562501,0.10735162342957956,0.055364873636199616
12.13,9.75,49.52,0.12,-1.88,2.785,2.2960230716292567,2.301315639666276,-0.1755751986968558,-0.173674815200619
9.65,5.54,58.16,-0.01,-1.58,2.025,1.824556086249051,1.8079590843349567,-0.09898464876590066,-0.10718069909384852
10.97,11.83,25.2,0.03,-2.27,2.074,2.0754328801937274,2.0715987140917327,0.0006908776247480999,-0.0011578041987787653
5.75,6.32,21.79,0.05,-2.26,0.667,1.0844227894630338,1.101446431135312,0.6258212735577717,0.6513439747156101
36.99,39.84,29.27,0.0,-2.3,9.881,7.039902813456045,7.750590354541526,-0.28753134161966953,-0.2156066840864765
18.45,20.42,27.27,0.02,-2.28,3.553,3.4994685625549997,3.5842254055194704,-0.01506654586124408,0.00878846200942035
15.12,9.77,54.89,0.07,-1.74,2.144,2.865068275447556,2.711811105871238,0.3363191583244196,0.26483726952949527
9.72,9.82,34.5,0.01,-2.16,1.51,1.8378561366384023,1.7725201162691415,0.21712326929695516,0.17385438163519307
12.8,7.96,56.04,0.05,-1.69,2.765,2.4234805988045154,2.4166488595182356,-0.12351515413941581,-0.12598594592468879
10.25,9.29,41.35,0.02,-2.05,1.29,1.9385714784336672,1.84214698928965,0.5027685879330753,0.4280209219299612
107.73,52.3,59.21,-0.04,-1.78,19.602,20.610487224146187,12.439269003205347,0.05144817998909227,-0.365408172471924
38.68,41.17,29.62,0.0,-2.3,10.609,7.363149789383714,7.689393895526567,-0.3059525130187846,-0.2752008770358595
8.96,10.0,24.75,0.04,-2.26,1.235,1.6934813814932075,1.7688351582838038,0.3712399850147428,0.4322551888937681
11.11,11.65,33.89,0.01,-2.18,2.031,2.102050011707963,2.101896136760879,0.0349827728744277,0.034907009729630185
14.36,11.32,49.19,0.11,-1.9,1.93,2.720371061129712,2.726322960232618,0.4095186845231669,0.41260257006871404
16.92,17.78,34.0,0.0,-2.2,4.032,3.2079110330109586,3.270790194004628,-0.20438714459053606,-0.1887921145821856
4.5,3.56,47.78,0.12,-1.84,0.778,0.8476624616851729,0.8323117403235062,0.08954043918402682,0.06980943486311846
47.95,54.08,24.92,0.0,-2.36,8.86,9.13738328535879,9.742079381177211,0.031307368550653636,0.09955749223219093
5.7,4.91,45.34,0.08,-1.92,1.213,1.0749471353419104,1.0199384804663705,-0.11381110029520991,-0.15916036235253883
7.83,7.93,35.01,0.01,-2.14,1.222,1.478931313934309,1.4625058729389517,0.21025475772038382,0.1968133166439867
11.9,10.39,43.71,0.04,-2.01,2.572,2.25227683581159,2.123859810823492,-0.1243091618150895,-0.1742380206751587
5.64,5.43,40.76,0.02,-2.02,0.77,1.0635768870079427,1.068224440136124,0.3812686844258996,0.387304467709252
6.37,5.07,48.37,0.12,-1.86,1.326,1.2019533180159985,1.191951690203501,-0.09354953392458641,-0.10109223966553474
8.1,8.3,32.15,0.02,-2.18,1.794,1.53018249227623,1.4580963823203446,-0.14705546695862323,-0.18723724508342
6.64,5.67,46.39,0.1,-1.91,1.697,1.253153789587525,1.227616631850285,-0.2615475606437684,-0.27659597416011494
